id;codigo;producto;garantia;precio_publico;precio_gremio;stock;image_url;created_at;updated_at;created_by;precio_total;categoria;sub_categoria;Es_Nuevo?
1c0d7667-28bf-49db-a8f7-85405e8a372d;HW-20251201-182744-0970050;CAMARA IP TAPO C510w  Exterior Mov Remoto Day Night SD Wi;360;71417.45;59514.57;1;http://190.183.223.6/gold/images/camara/TAPOC510w.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;68442;Periféricos;Cámaras Web;NO
28718f9e-5746-4017-962d-f215b72ac923;HW-20251201-182744-1000064;CARGADOR  MONITOR LG - 12V 3A  FUENTE;90;35219.88;29349.87;1;http://190.183.223.6/gold/images/varios/CARGADORLG12V.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;33753;Componentes;Fuentes de Alimentación;NO
434c2682-cfaf-4545-b299-dac09a02342d;HW-20251201-182744-8700051;CARGADOR ASUS ASUS 19V 2,37A 4,0X1,35 40W ORIGINAL */*;15;40136.59;33447.20;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKASUS19V237A4x135.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;38465;Componentes;Fuentes de Alimentación;NO
a815a8d3-4267-4616-9e88-a692b9fb69a1;HW-20251201-182744-1410054;CARGADOR LITEON ACER - 19V 3,42A 3.0×1mm 65W ORIGINAL;15;43129.51;35941.21;1;data:image/jpeg;;;;;;;
16b07065-df88-4403-8b24-418f9e5c4ca8;HW-20251201-182744-5820055;CARGADOR LITEON ACER - 19V 3,42A 5.5×1.7 65W ORIGINAL    PUNTA AMARILLA;15;48156.47;40130.41;1;data:image/jpeg;;;;;;;
f78e7ed1-786d-47b3-afc7-6e1f42c606dc;HW-20251201-182744-5570063;CARGADOR MONITOR SAMSUNG - 14V 2.14A   FUENTE;15;35219.88;29349.87;1;http://190.183.223.6/gold/images/varios/CARGADORSAMS14V.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;33753;Componentes;Fuentes de Alimentación;NO
dbceb6c6-5c2a-4c70-a3bc-cccdc40b6ac9;HW-20251201-182744-8920056;CARGADOR NETBOOK ACER mini - 19V 1.58A ORIGINAL */*;15;43129.51;35941.21;1;data:image/jpeg;;;;;;;
927990b9-5654-4c20-81f5-a3269577a3e2;HW-20251201-182744-2680058;CARGADOR NOTEBOOK DELL  19.5V 3,33A 7.4*5,0MM 65W ORIGINAL */*;15;47809.69;39841.41;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKDELL195v334a74x5.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;45818;Componentes;Fuentes de Alimentación;NO
a9ea9a04-2631-4b02-b770-1fd8812a8743;HW-20251201-182744-1550057;CARGADOR NOTEBOOK DELL  19V 3,34A 4,5*3,0MM 65W ORIGINAL */*;15;43129.51;35941.21;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKDELL19v334a45x3.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;41333;Componentes;Fuentes de Alimentación;NO
9ec056c7-9e30-411f-94b9-f1f32127b41b;HW-20251201-182744-2590053;CARGADOR NOTEBOOK HP pin fino azul  - 19.5V 3.32 A 4.×3  65W ORIGINAL */*;15;37804.73;31503.86;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKHPpinfino-azul.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;36230;Componentes;Fuentes de Alimentación;NO
4b19254f-193a-455d-bce1-eb777fa89bec;HW-20251201-182744-1600061;CARGADOR NOTEBOOK LENOVO - 20V 2.25A ORIGINAL  5.5 x 2.5 */*;15;48156.47;40130.41;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKLENOVO-20V3-25A55.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;46150;Componentes;Fuentes de Alimentación;NO
78c88c93-8f24-46c1-8629-29f8f42bb630;HW-20251201-182744-8350052;CARGADOR NOTEBOOK TOSHIBA - 19V 3.42A 5.5×2.5 65W ORIGINAL */*;15;33965.23;28304.26;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKTOSHIBA-19V3-42A.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;32550;Componentes;Fuentes de Alimentación;NO
6c769086-98be-469c-91c5-f9b77d252bdf;HW-20251201-182744-8420062;CARGADOR ULTRABOOK LENOVO - 20V 3.25A  7.0 x 1.7 */ punta fina;15;44036.35;36696.93;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKLENOVO-20V3-4A17.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;42202;Componentes;Fuentes de Alimentación;NO
40f4c695-325e-4b0c-b464-4c96d4799ace;HW-20251201-182744-0780060;CARGADOR ULTRABOOK LENOVO SQUARE - 20V 4,5A 90W  10.5X4 */;15;48156.47;40130.41;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKLENOVO-20V3-105X4.JPG;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;46150;Componentes;Fuentes de Alimentación;NO
a03637d1-da03-4936-b18d-0c7d7032243e;HW-20251201-182744-2750059;CARGADOR ULTRABOOK LENOVO TYPE C - Adlx65 65w;15;53492.12;44576.72;1;http://190.183.223.6/gold/images/varios/CARGADORNOTEBOOKLENOVOtypec.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;51264;Componentes;Fuentes de Alimentación;NO
c10ca543-a84e-4677-950a-c3a233b16c97;HW-20251201-182744-2600065;"CARRY DISK SATA 3.5"" INTERNO SATA";15;13324.08;11103.35;1;https://http2.mlstatic.com/D_NQ_NP_2X_611590-MLA96208845220_102025-F.webp;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;12769;Componentes;Almacenamiento;NO
0ac8f972-ef9e-4f37-8a2c-6bef86572cdd;HW-20251201-182744-0010068;CARRY DISK SSD  HIKSEMI HD  SSD USB 3.2  y  Type C;15;22596.99;18830.85;1;http://190.183.223.6/gold/images/disco/CASEHISEMI.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;21656;Componentes;Almacenamiento;NO
fc1b1b35-4aec-4fa1-8c54-abcd0f87852a;HW-20251201-182744-3840067;CARRY DISK SSD  NETAC HD  SSD USB 3.2    SSD WH12;15;19992.59;16660.54;1;data:image/jpeg;;;;;;;
504cc5ef-8540-4b5e-897f-c278e8ea5196;HW-20251201-182744-5310066;CARRY DISK SSD M.2 HIKSEMI USB 3.2 typeC;15;31524.59;26270.52;1;data:image/jpeg;;;;;;;
a5c3600f-0d7d-4bae-a285-24ac7dbe36cb;HW-20251201-182744-5410093;CARTUCHO  PWT BROTHER BT5001M MAGENTA 250 cm3 P/T300/T500W;0;6662.04;5551.75;1;http://190.183.223.6/gold/images/hp/BT5001M.jpg;2025-12-01 21:27:44.336587+00;2025-12-04 17:59:40.772986+00;;6385;Periféricos;Impresoras/Insumos;NO
